,GroupeEtMention,Titre,Date,Nom du contact,orga du contact,Url,Children,Parent,Fcats,BroAndSisters
196, Zone atelier Armorique,"Réseau de haies (Pleine-Fougères, 2006) - Zone Atelier Armorique ZAAr",2018-06-14T16:04:56,['nabucet jean'],['LETG-Rennes Costel'],['http://preprod.osuris.org/geoserver/Zone_Atelier_Armorique/wmsservice=WMS&version=1.1.0&request=GetMap&layers=Zone_Atelier_Armorique:haie_2006&styles=&bbox=356064.031256824043.0368487.906256839456.0&width=412&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],"['https://www.osuris.fr/geonetwork/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=5742154d-98ca-46f0-9ba3-8829282de728']",[]
197, Zone atelier Brest Iroise,"Trait de côte - Sillon des Anglais, Landévennec (Finistère) 1952-2005",2019-03-06T10:19:43Z,['Pierre STEPHAN'],['UMR6554 LETG CNRS'],"['https://tel.archives-ouvertes.fr/file/index/docid/355047/filename/THESE_STEPHAN.pdf', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://www.univ-brest.fr/digitalAssets/40/40131_Stephan_et-al_Rapport_FRAC-GPN_2012.pdf', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wfs']",[],[],[],[]
198, Zone atelier environnementale urbaine,DONNEE : 1964 – Orthophotographie panchromatique – Eurométropole de Strasbourg,,"['POTEREK Quentin', 'POMPIER Olivier', 'PONTON Julien']","['Laboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRAZone Atelier Environnementale UrbaineLaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRALaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRALaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRA']",['https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf'],[],[],[],[]
199, Zone atelier bassin du Rhône,Circonscriptions administratives riveraines du Rhône,2016-11-21T15:54:11,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],['http://www.graie.org/osr/'],[],[],[],[]
200, Zone atelier Armorique,"Relevés floristiques en bandes enherbées (Pleine-Fougères, 2006-2008) - Zone Atelier Armorique ZAAr",2018-06-25T14:01:37,"['Aude Ernoult', 'Françoise Le-Moal']",['ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/ecobio/wms'],[],[],[],[]
201, Zone Atelier Seine,,2020-01-31T15:17:36,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
202, Zone atelier Armorique,"Habitats semi-naturels (bas-marais du Couesnon, 2007) - ZAAr",2019-07-03T10:27:23,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['http://ecobio.univ-rennes1.fr/'],[],[],"['http://localhost:8080/geosource/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=b8878fb4-03df-4a2e-8e75-2f03b1b9a957']",[]
203, Zone atelier arc jurassien,"Pollen analysis - Les Avenières (F-38), L'Eau morte ou Eaux-mortes",2017-09-19,"['Gauthier, Emilie', 'Boucheron, Michèle']",['Laboratoire Chrono-environnement (UMR 6249)'],['https://quaternaire.revues.org/517 Collection: PollenChrono'],[],[],[],[]
204, Zone atelier bassin du Rhône,Instruction de demande d'autorisation des installations classées (ICPE) agricoles du Jura,2012-09-11T12:15:01,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
205, Zone atelier environnementale urbaine,DONNEE : Occupation du sol de l'île du Rohrschollen - 1838 - Strasbourg,2018-11-16T14:50:35,['ESCHBACH David'],"['Laboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRAZone Atelier Environnementale UrbaineLaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRA']",['https://www.datagrandest.fr/geonetwork/srv/fre/catalog.search#/metadata/FR-130005457-201808290955-1838_Carte_LIVE_Rohrschollen_L1'],[],[],[],[]
206, Zone atelier Brest Iroise,MNT du sillon de Mengleuz en octobre 2005,2019-02-07T16:38:38Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],['https://cat.indores.fr/geonetwork/srv/api/records/0d52405a-385f-48dc-b30d-86250512ced9/attachments/Erreurs_mesures_Mengleuz.pdf'],[],[],[],[]
207, Zone atelier arc jurassien,"Pollen analysis - Malpas (F-25), Malpas 6",2017-02-09,"['Ruffaldi, Pascale', 'Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],['http://www.theses.fr/2001BESA1009 Collection: PollenChrono'],[],[],[],[]
208, Zone atelier arc jurassien,"Pollen analysis - Malpas (F-25), Malpas 1",2017-02-09,"['Ruffaldi, Pascale']",['Laboratoire Chrono-environnement (UMR 6249)'],['http://www.theses.fr/2001BESA1009 Collection: PollenChrono'],[],[],[],[]
209, Zone atelier arc jurassien,"Pollen analysis - La-Chaux-du-Dombief (F-39), Lac d'Ilay 1989",2017-02-09,"['Ruffaldi, Pascale']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
210, Zone atelier Alpes,Enquête Pastorale 2012-2014,2018-01-11T11:54:14,['Bray Frédéric'],['Irstea'],['http://enquete-pastorale.irstea.fr'],"['http://enquete-pastorale.irstea.fr ', 'https://data.irstea.fr/geonetwork/srv/api/records/f4204146-a378-442b-b7c9-79cd2ca090f0/attachments/structure_shp_zp.pdf ', 'https://data.irstea.fr/geonetwork/srv/api/records/f4204146-a378-442b-b7c9-79cd2ca090f0/attachments/structure_shp_up.pdf']",[],[],[]
211, Zone atelier arc jurassien,"Pollen analysis - Le Frasnois (F-39), Lac du Petit-Maclu",2017-02-09,"['Ruffaldi, Pascale', 'Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
212, Zone atelier arc jurassien,"Pollen analysis - Le Miroir (F-71), La Tuilerie (La Peupleraie), A39-T1 and T2",2021-01-01,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],['http://gallica.bnf.fr/ark:/12148/bpt6k6200431m/f93.itemCollection: PollenChrono'],[],[],[],[]
213, Zone atelier arc jurassien,"Pollen analysis - La-Chaux-du-Dombief (F-39), Lac d'Ilay 1982 (deer skeleton)",2017-02-09,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],['https://rae.revues.org/lang=en Collection: PollenChrono'],[],[],[],[]
214, Zone atelier arc jurassien,"Pollen analysis - Montlebon (F-25), Transect S4",2017-02-10,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],"['http://gallica.bnf.fr/ark:/12148/bpt6k6244307z/f59.item', 'http://www.theses.fr/1997DIJOS015 Collection: PollenChrono']",[],[],[],[]
215, Zone atelier arc jurassien,"Pollen analysis - Montlebon (F-25), Transect S3",2017-02-10,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],"['http://bsgf.geoscienceworld.org/content/165/4/381', 'http://gallica.bnf.fr/ark:/12148/bpt6k6244307z/f59.item', 'http://www.theses.fr/1997DIJOS015 Collection: PollenChrono']",[],[],[],[]
216, Zone atelier arc jurassien,"Pollen analysis - Montlebon (F-25), Sur La Seigne",2017-02-10,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],"['http://bsgf.geoscienceworld.org/content/165/4/381', 'http://ecologia-mediterranea.univ-avignon.fr/uploads/media/Ecologia_mediterranea_1985-11_1__01.pdf', 'http://gallica.bnf.fr/ark:/12148/bpt6k6244307z/f59.item', 'http://www.theses.fr/1997DIJOS015 Collection: PollenChrono']",[],[],[],[]
217, Zone atelier arc jurassien,"Pollen analysis - Montlebon (F-25), Sur la Vigne 1 (Morteau A)",2017-02-10,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],"['http://bsgf.geoscienceworld.org/content/165/4/381', 'http://ecologia-mediterranea.univ-avignon.fr/uploads/media/Ecologia_mediterranea_1985-11_1__01.pdf', 'http://gallica.bnf.fr/ark:/12148/bpt6k6244307z/f59.item', 'http://www.theses.fr/1997DIJOS015 Collection: PollenChrono']",[],[],[],[]
218, Zone atelier arc jurassien,"Pollen analysis - Montlebon (F-25), La Vigne 2",2017-02-10,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],"['http://gallica.bnf.fr/ark:/12148/bpt6k6244307z/f59.item', 'http://www.theses.fr/1997DIJOS015 Collection: PollenChrono']",[],[],[],[]
219, Zone atelier bassin du Rhône,Suivi de l'autosurveillance des stations d'épuration (STEP) dans le Jura,2012-08-08T18:31:25,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
220, Zone atelier Brest Iroise,"Trait de côte - Sillon de Kerneiz, Daoulas (Finistère)",2019-03-06T10:04:28Z,['Pierre STEPHAN'],['UMR6554 LETG CNRS'],"['https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms']",[],[],[],[]
221, Zone atelier bassin du Rhône,HydroPop : Diffusion à la population de données hydrologiques,2019-06-26T13:02:46,['Pierre-Alain AYRAL'],['IMT Mines Alès'],"['https://metazabr.irstea.fr/geonetwork/srv/fre/resources.getuuid=aaf9ee9a-e521-4997-8b50-6cb06db50d13&fname=UNIVERSITE DAVIGON SHF19-VF.pdf&access=public', 'https://cat.indores.fr/geonetwork/srv/api/records/aaf9ee9a-e521-4997-8b50-6cb06db50d13/attachments/2017-09-05-Mialet-Roucan-HydroPop-Fiche-Hebdo.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/aaf9ee9a-e521-4997-8b50-6cb06db50d13/attachments/2017-09-05-Galeizon-HydroPop-Fiche-Hebdo.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/aaf9ee9a-e521-4997-8b50-6cb06db50d13/attachments/2017-09-05-Salendrinque-HydroPop-Fiche-Hebdo.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/aaf9ee9a-e521-4997-8b50-6cb06db50d13/attachments/2017-09-05-SEVF HydroPop-Fiche-Eau.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/aaf9ee9a-e521-4997-8b50-6cb06db50d13/attachments/2017-09-05-SJDG-HydroPop-Fiche-Eau.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/aaf9ee9a-e521-4997-8b50-6cb06db50d13/attachments/2018-06_plaquetteA4_Hydropop_VF.pdf""']",[],[],[],[]
222, Zone atelier bassin du Rhône,Archives topographiques du Rhône de Lyon à Donzère-Mondragon (1900-1907),2016-11-21T13:39:36,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],['http://www.graie.org/osr/'],[],[],[],[]
223, Zone atelier bassin du Rhône,Réseau de suivi de la nappe de l'Eygoutier,2012-08-07T14:24:29,[],"['Syndicat des eaux de la Garde, la Valette, le Pradet']",['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
224, Zone atelier arc jurassien,"Pollen analysis - Le Frasnois (F-39), Lac de Narlay (Narlay I : Narlay 1987)",2017-02-10,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
225, Zone atelier arc jurassien,"Pollen analysis - Le Frasnois (F-39), Lac de Narlay (Narlay II and Narlay 2003)",2017-02-10,"['Richard, Hervé', 'Guillon, Sébastien']",['Laboratoire Chrono-environnement (UMR 6249)'],"['http://cths.fr/ed/edition.phpid=1431 ', 'http://www.academia.edu/3798902Collection: PollenChrono']",[],[],[],[]
226, Zone atelier bassin du Rhône,Cartographie diachronique (1953-2010) des unités physionomiques de la haute vallée de l'Ain,2016-09-15T11:02:09,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/', 'http://www.graie.org/zabr/zabrdoc/actualites/Ain_actes_avril14.pdf', 'https://www.researchgate.net/publication/282281663_Poster_ISRivers_2015_Arnaud_et_al']",[],[],[],[]
227, Zone atelier bassin du Rhône,Restitution des zones d'ombre du chenal de la basse vallée de l'Ain à partir de données LiDAR (2014),2016-10-25T09:41:13,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],['http://www.graie.org/zabr/index.htm'],[],[],[],[]
228, Zone atelier Armorique,"Suivi de carabes dans les haies (Pleine-Fougères, secteur A, 2007-...) - Zone Atelier Armorique ZAAr",2021-03-26T14:00:31,"['Jean Luc Roger', 'Audrey Alignier']",['BAGAP UMR 0980 INRAE Agrocampus Ouest ESABAGAP UMR 0980 INRAE Agrocampus Ouest ESAZone Atelier Armorique (ZAAr)'],['http://www.osuris.fr/geonetwork/srv/fre/resources.getuuid=74417e3f-33c3-4594-8e21-bf396b938b1f&fname=&access=public'],[],[],[],[]
229, Zone atelier bassin du Rhône,Images aériennes thermiques et visibles des Vieux Rhône (2013-2014),2016-11-17T10:50:34,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/zabrdoc/AccordCadre-fiches/2013/Synthese_C29-2013.pdf', 'http://www.graie.org/zabr/zabrdoc/AccordCadre-fiches/2013/Rapport-C29-2013.pdf', 'http://www.graie.org/zabr/index.htm']",[],[],[],[]
230, Zone atelier Brest Iroise,MNT du sillon de Mengleuz en avril 2005,2024-01-10T10:30:23Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/5c248cc2-8f74-4d47-8eab-ef1c7dd9f192/attachments/Erreurs_mesures_Mengleuz.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/5c248cc2-8f74-4d47-8eab-ef1c7dd9f192/attachments/MG_2005_04_21.tif', 'https://cat.indores.fr/geonetwork/srv/api/records/5c248cc2-8f74-4d47-8eab-ef1c7dd9f192/attachments/MG_2005_04_21.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/5c248cc2-8f74-4d47-8eab-ef1c7dd9f192/attachments/MG_2005_04_21_LR.txt']",[],"['https://cat.indores.fr/geonetwork/srv/api/records/d0df67cb-c9e9-45d4-b7b9-5b15219bddfa/attachments/Erreurs_mesures_Mengleuz.pdf ', 'https://cat.indores.fr/geonetwork/srv/api/records/d0df67cb-c9e9-45d4-b7b9-5b15219bddfa/attachments/MNT_MENGLEUZ_2007_04_L2E.tif ', 'https://cat.indores.fr/geonetwork/srv/api/records/d0df67cb-c9e9-45d4-b7b9-5b15219bddfa/attachments/SEMIS_MENGLEUZ_2007_04_L2E.txt ', 'https://cat.indores.fr/geonetwork/srv/api/records/f07dd249-1b23-4456-b713-5c5e9c4d194e/attachments/Erreurs_mesures_Mengleuz.pdf ', 'https://cat.indores.fr/geonetwork/srv/api/records/f07dd249-1b23-4456-b713-5c5e9c4d194e/attachments/MG_2006_04_04.tif ', 'https://cat.indores.fr/geonetwork/srv/api/records/f07dd249-1b23-4456-b713-5c5e9c4d194e/attachments/MG_2006_04_04.txt ', 'https://cat.indores.fr/geonetwork/srv/api/records/f07dd249-1b23-4456-b713-5c5e9c4d194e/attachments/MG_2006_04_04_LR.txt']",[],[]
231, Zone atelier Armorique,"Relevés floristiques en bordures de champs (Pleine-Fougères, 2015) - Zone Atelier Armorique ZAAr",2021-03-19T11:13:57,['Audrey Alignier'],['BAGAP UMR 0980 INRAE Agrocampus Ouest ESAZone Atelier Armorique (ZAAr)'],['https://www.osuris.fr/geonetwork/srv/fre/catalog.edit#/metadata/350417'],['https://doi.org/10.1016/j.agee.2017.09.013'],[],[],[]
232, Zone atelier bassin du Rhône,Base de données questionnaire usagers de la ViaRhôna et patrimoine rhodanien (2017),2018-05-03T17:32:59,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/', 'https://www.graie.org/zabr/zabrdoc/Prg_Rech/C45/2016-FRechercheprojet-C45.pdf']",[],[],[],[]
233, Zone atelier Brest Iroise,MNT du sillon de Mengleuz en décembre 2013,2019-02-11T10:18:45Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],['https://cat.indores.fr/geonetwork/srv/api/records/afbb07df-747b-45a6-a48d-4581f5bfe200/attachments/Erreurs_mesures_Mengleuz.pdf'],[],[],[],[]
234, Zone atelier Loire,ISS_Loire : scientific tourism,2014-01-09T13:47:36,['Marc VILLAR'],['INRA'],"['http://www.evoltree.eu/CentralInterface/index.phppart=sharingresources&uid=', 'http://www.evoltree.eu/CentralInterface/index.phppart=sharingresources&uid=', 'http://www.evoltree.eu/CentralInterface/index.phppart=sharingresources&uid=']",[],[],[],[]
235, Zone atelier Brest Iroise,"Suivi pluri-décennal du trait de côte de Penn Braz (île de Trielen, archipel de Molène, Finistère)",2021-07-25T09:56:41Z,['Serge Suanez'],['UMR 6554 LETG CNRS'],"['https://geomorphologie.revues.org/11104#tocto1n3', 'https://www.univ-brest.fr/digitalAssets/40/40001_Fichaut_Suanez_2007_PAB.pdf', 'http://geomorphologie.revues.org/9397', 'https://www.quae.com/produit/1443/9782844331854/atlas-de-l-archipel-de-molene', 'https://journals.openedition.org/norois/472', 'https://www.sidestone.com/books/une-maison-sous-les-dunes', 'https://www.univ-brest.fr/infoglueDeliverWorking/digitalAssets/97/97908_Stephan-et-al_2020_Penn-ar-Bed.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/f2a16b73-c578-47a2-bfdd-ff7726928324/attachments/TDC_PENB_20020923.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f2a16b73-c578-47a2-bfdd-ff7726928324/attachments/TDC_PENB_20040830.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f2a16b73-c578-47a2-bfdd-ff7726928324/attachments/TDC_PENB_20110830.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f2a16b73-c578-47a2-bfdd-ff7726928324/attachments/TDC_PENB_20140221.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f2a16b73-c578-47a2-bfdd-ff7726928324/attachments/Fiche_pts_calage_Trielen.pdf']",[],[],[],[]
236, Zone atelier Alpes,"""Cyber-carothèque nationale"" C2FN : inventaire national des carottages et carottes sedimentaires scientifiques portés par des laboratoires de recherche francais",2018-09-06T09:42:10,['Cécile Pignol (orcid:0000-0003-4411-8898)'],['EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)'],['http://www.climcor-cyber.fr/cores/  '],[],[],[],[]
237, Zone atelier bassin du Rhône,enquête les collectivités locales et l'environnement,2012-08-10T12:19:01,[],"[""Institut Français de l'Environnement (I.F.E.N.)""]",['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
238, Zone atelier arc jurassien,Monitoring of the vegetation of extensive mountain hay meadows in eastern France (Jura and Vosges),2020-11-12,"['Nicod, Corentin']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
239, Zone Atelier Seine,,2020-02-19T10:47:12,['Laurence LESTEL'],['Sorbonne Université - UMR 7619 Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
240, Zone atelier bassin du Rhône,"Profil en long du cours d'eau, température et conductivités de la Cèze (2013)",2020-09-04T16:33:05,['Didier GRAILLOT'],['Mines Saint-Etienne - Centre SPIN - GSE'],"['https://tel.archives-ouvertes.fr/tel-01690380', 'https://cat.indores.fr/geonetwork/srv/api/records/2bd84ebb-9959-4e39-b0af-965f343aa6a0/attachments/2015-49-Radonceze-Rapport.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/2bd84ebb-9959-4e39-b0af-965f343aa6a0/attachments/Rapport_ZABR_Cèze_2015-2016_phase3_v3_final.pdf']",[],[],[],[]
241, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, 2004) - Zone Atelier Armorique ZAAr",2018-06-13T16:54:53,['nabucet jean'],['LETG-Rennes Costel'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],"['https://www.osuris.fr/geonetwork/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=870903a7-3b9c-4d1a-9f09-073e092b8875']",[]
242, Zone atelier Armorique,"Résaux bocagers (baie du Mont Saint-Michel, Marais du Couesnon, 2008) - Zone Atelier Armorique ZAAr",2022-07-08T09:26:18,['Cendrine Mony'],['ECOBIO UMR 6553 CNRS Université de Rennes 1'],"['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:Carto_lineaire_reseaux_boc_du_mont_St-Michel%20_Couesnon&styles=&bbox=364928.07626678076828575.373984465369358.353339751256837127.837069737&width=265&height=512&srs=EPSG:2154&format=application/openlayers', 'https://www.osuris.fr/geoserver/ecobio/wms']",[],[],[],[]
243, Zone atelier Armorique,"Carte des types de successions culturales (Pleine-Fougères, 2000-2009) - Zone Atelier Armorique ZAAr",2018-06-14T15:06:21,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['http://letg.univ-nantes.fr/fr/laboratoire/4/presentation'],[],[],"['http://localhost:8080/geosource/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=0a722725-ab98-4e8f-9f61-102545614da6']",[]
244, Zone atelier Armorique,"Occupation parcellaire (Pleine-Fougères, Zones A et C, 1985) - Zone Atelier Armorique ZAAr",2018-06-14T15:13:42,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:plfoug85&styles=&bbox=356065.296021870056824044.978669118364199.49121657656839458.742124693&width=270&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[]
245, Zone atelier arc jurassien,"Piezometric monitoring in soils of the Clauge catchment area (Chaux forest, Jura)",2020-08-28,"['Lucot, Eric']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
