createDate,location,"cl_topic.langfre","keywordType-.langfre","keywordType-discipline.langfre","keywordType-place.langfre","keywordType-stratum.langfre","keywordType-temporal.langfre","keywordType-theme.langfre","tag.langfre","th_AGROVOC.langfre","th_anaee-france_locations.langfre","th_anaeeThes.langfre","th_Autre.langfre","th_Biodiversite.langfre","th_ENVTHES.langfre","th_external-place-departements.langfre","th_external-place-ore.langfre","th_external-theme-gemet.langfre","th_gemet-en-fr-de-nl-it-es.langfre","th_gemet-fr-en-pt-es_4-1-4.langfre","th_gemet.langfre","th_GEMETinspirethemes-version1-0.langfre","th_geobretagne.langfre","th_Groupthemes.langfre","th_httpinspireeceuropaeuapplicationschema-applicationschema.langfre","th_httpinspireeceuropaeutheme-theme.langfre","th_inspire-service-taxonomy.langfre","th_INSPIRE.langfre","th_INSPIREMetadataRegulation12052008EC.langfre","th_INSPIREthemes.langfre","th_loterre-BHL.langfre","th_OPENDATA.langfre","th_otherKeywords-.langfre","th_otherKeywords-discipline.langfre","th_otherKeywords-place.langfre","th_otherKeywords-stratum.langfre","th_otherKeywords-temporal.langfre","th_otherKeywords-theme.langfre","th_prodige.langfre","th_RegionFR_2017.langfre","th_RegionFR.langfre","th_regions.langfre","th_reseaudeszonesateliers.langfre","th_rza.langfre","th_variableAnaEE.langfre","th_VariableAnaEE.langfre"
"Sep 15, 2022 @ 14:53:56.000","{
  ""coordinates"": [
    0.35926749999999996,
    46.571084
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 15, 2022 @ 14:53:11.000","{
  ""coordinates"": [
    3.2477799999999997,
    43.93875
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 15, 2022 @ 14:52:50.000","{
  ""coordinates"": [
    3.2477799999999997,
    43.93875
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 15, 2022 @ 14:52:25.000","{
  ""coordinates"": [
    3.2477799999999997,
    43.93875
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 15, 2022 @ 14:51:59.000","{
  ""coordinates"": [
    3.2477799999999997,
    43.93875
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 15, 2022 @ 14:43:50.000","{
  ""coordinates"": [
    -3.4306039999999998,
    47.7538905
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 15, 2022 @ 14:43:27.000","{
  ""coordinates"": [
    -3.4306039999999998,
    47.7538905
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 15, 2022 @ 14:43:08.000","{
  ""coordinates"": [
    -3.4306039999999998,
    47.7538905
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 15, 2022 @ 14:42:24.000","{
  ""coordinates"": [
    -3.4306039999999998,
    47.7538905
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 15, 2022 @ 14:41:52.000","{
  ""coordinates"": [
    -3.4306039999999998,
    47.7538905
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 15, 2022 @ 10:04:54.000","{
  ""coordinates"": [
    5.475815000000001,
    43.9358645
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 15, 2022 @ 10:03:30.000","{
  ""coordinates"": [
    5.475815000000001,
    43.9358645
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 15, 2022 @ 10:03:05.000","{
  ""coordinates"": [
    5.475815000000001,
    43.9358645
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 15, 2022 @ 10:02:08.000","{
  ""coordinates"": [
    5.475815000000001,
    43.9358645
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 15, 2022 @ 00:00:00.000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:17:48.000","{
  ""coordinates"": [
    3.992721,
    44.085586
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:17:42.000","{
  ""coordinates"": [
    3.245435,
    43.944795
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:17:35.000","{
  ""coordinates"": [
    3.22201,
    43.96977
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:17:29.000","{
  ""coordinates"": [
    3.257302,
    43.9343075
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:17:23.000","{
  ""coordinates"": [
    5.483243,
    43.935032
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:17:16.000","{
  ""coordinates"": [
    3.22222,
    43.96991
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:17:10.000","{
  ""coordinates"": [
    3.22172,
    43.96973
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:17:04.000","{
  ""coordinates"": [
    3.244365,
    43.96347
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:16:58.000","{
  ""coordinates"": [
    3.22224,
    43.96992
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:16:51.000","{
  ""coordinates"": [
    1.937293,
    47.850262
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:16:43.000","{
  ""coordinates"": [
    2.0301495000000003,
    47.8600165
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:16:36.000","{
  ""coordinates"": [
    5.51,
    43.21
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:16:28.000","{
  ""coordinates"": [
    5.51,
    43.21
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:16:22.000","{
  ""coordinates"": [
    5.51,
    43.21
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:16:14.000","{
  ""coordinates"": [
    5.9350000000000005,
    43.181
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:16:07.000","{
  ""coordinates"": [
    5.9350000000000005,
    43.181
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:16:00.000","{
  ""coordinates"": [
    3.137575,
    44.082053
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:15:53.000","{
  ""coordinates"": [
    3.057678,
    44.425228000000004
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:15:46.000","{
  ""coordinates"": [
    3.0179145,
    44.3497505
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:15:40.000","{
  ""coordinates"": [
    1.5564170000000002,
    44.803696
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:15:33.000","{
  ""coordinates"": [
    1.5564170000000002,
    44.803696
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:15:26.000","{
  ""coordinates"": [
    3.694749,
    43.534228999999996
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:15:20.000","{
  ""coordinates"": [
    3.792587,
    43.680752
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:15:13.000","{
  ""coordinates"": [
    3.7049345,
    43.607732
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:15:06.000","{
  ""coordinates"": [
    3.72798,
    43.603345000000004
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:14:58.000","{
  ""coordinates"": [
    3.7299375,
    43.603345000000004
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:14:52.000","{
  ""coordinates"": [
    3.8466885,
    43.7239065
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:14:45.000","{
  ""coordinates"": [
    3.8374565,
    43.7213705
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:14:38.000","{
  ""coordinates"": [
    3.817441,
    43.735296500000004
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:14:29.000","{
  ""coordinates"": [
    3.8505184999999997,
    43.675709499999996
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:14:22.000","{
  ""coordinates"": [
    3.857279,
    43.675709499999996
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:14:15.000","{
  ""coordinates"": [
    0.7,
    45.2
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:14:08.000","{
  ""coordinates"": [
    0.6480049999999999,
    49.4965415
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:13:59.000","{
  ""coordinates"": [
    0.6480049999999999,
    49.4965415
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:13:52.000","{
  ""coordinates"": [
    6.2985335,
    47.0880115
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:13:45.000","{
  ""coordinates"": [
    6.2985335,
    47.0880115
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:13:39.000","{
  ""coordinates"": [
    5.29767,
    44.193728
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:13:32.000","{
  ""coordinates"": [
    5.2479405,
    44.206589
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:13:25.000","{
  ""coordinates"": [
    5.1497139999999995,
    44.166675999999995
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:13:18.000","{
  ""coordinates"": [
    5.391800999999999,
    44.130546499999994
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:13:11.000","{
  ""coordinates"": [
    5.3007095,
    44.047289
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:13:04.000","{
  ""coordinates"": [
    4.348898,
    43.840438
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 10:12:57.000","{
  ""coordinates"": [
    4.348898,
    43.840438
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 2, 2022 @ 00:00:00.000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Aug 31, 2022 @ 12:26:15.000","{
  ""coordinates"": [
    -1.62772,
    48.4714185
  ],
  ""type"": ""Point""
}","Sciences de la terre, géosciences","-","-","France, Bretagne","-","-","recherche, Ortho-imagerie","France, recherche, Ortho-imagerie, Bretagne","-","-","-","-","-","-","-","-","-","-","-",recherche,"-","-","-","-","Ortho-imagerie","-","-","-","-","-","-","-","-","-","-","-","-","-",Bretagne,"-","-","-","-","-","-"
"Aug 31, 2022 @ 12:26:04.000","{
  ""coordinates"": [
    -1.62772,
    48.4714185
  ],
  ""type"": ""Point""
}","Sciences de la terre, géosciences","-","-","France, Bretagne","-","-","recherche, Ortho-imagerie","France, recherche, Ortho-imagerie, Bretagne","-","-","-","-","-","-","-","-","-","-","-",recherche,"-","-","-","-","Ortho-imagerie","-","-","-","-","-","-","-","-","-","-","-","-","-",Bretagne,"-","-","-","-","-","-"
